Date,Region,Product,Customers,Revenue,Operating_Cost,Marketing_Cost,Profit
2022-02-22,East,Mortgage,130,89394,26817,19033,43544
2024-07-28,East,Insurance,413,73871,25420,15163,33288
2023-06-04,East,Investment,358,86276,28203,2675,55398
2022-05-27,West,Investment,112,179940,14165,18326,147449
2023-09-21,East,Mortgage,316,79681,67886,14150,-2355
2022-10-26,South,Mortgage,82,52438,12232,19026,21180
2024-02-28,East,Credit Card,346,180509,57230,9239,114040
2024-04-29,South,Loan,89,54202,36249,19982,-2029
2022-06-27,West,Insurance,223,189382,42907,11857,134618
2024-04-21,West,Credit Card,309,68366,53338,8076,6952
2024-05-27,South,Loan,273,78354,36079,3978,38297
2024-01-29,West,Credit Card,272,85711,74119,17845,-6253
2024-12-27,North,Mortgage,316,194357,69290,2778,122289
2023-03-21,North,Mortgage,204,199479,56991,9428,133060
2023-12-09,North,Investment,313,120775,38835,4882,77058
2023-08-25,North,Insurance,198,103359,72789,10799,19771
2022-05-25,North,Insurance,274,75090,65433,9742,-85
2022-10-02,West,Insurance,432,114240,74299,19134,20807
2023-05-24,South,Credit Card,176,151280,83618,18924,48738
2024-01-23,West,Credit Card,54,51321,30569,10336,10416
2023-04-22,East,Insurance,495,164977,56049,2990,105938
2023-10-28,North,Investment,337,151319,22873,13604,114842
2023-07-22,North,Loan,394,113561,27853,3110,82598
2023-06-15,West,Credit Card,107,55662,47664,11208,-3210
2022-06-08,East,Insurance,121,31966,79089,14084,-61207
2023-11-12,West,Mortgage,204,122384,35252,7322,79810
2022-01-23,South,Credit Card,331,38130,69248,3280,-34398
2024-12-06,North,Loan,217,143736,47516,15958,80262
2023-06-09,West,Credit Card,78,39353,57461,14661,-32769
2023-12-30,South,Loan,131,197390,18029,3619,175742
2022-05-24,North,Loan,312,165935,74087,16109,75739
2023-10-30,North,Credit Card,155,91322,62201,18243,10878
2023-11-12,North,Loan,326,26320,11889,17457,-3026
2024-08-30,East,Credit Card,401,72354,44596,18994,8764
2024-03-09,West,Credit Card,59,69449,58146,6261,5042
2022-03-26,North,Investment,111,193029,23727,8301,161001
2023-02-20,North,Mortgage,273,31036,74416,6594,-49974
2023-11-25,South,Loan,185,162465,65463,4014,92988
2023-04-27,West,Credit Card,273,165770,31134,5687,128949
2023-04-01,South,Loan,163,153735,86131,11487,56117
2024-04-06,West,Credit Card,309,38699,23675,4330,10694
2022-10-24,North,Credit Card,206,139283,11359,4659,123265
2024-08-07,East,Credit Card,445,126263,42852,19453,63958
2023-11-11,South,Mortgage,278,109627,62327,16720,30580
2023-01-13,East,Loan,149,154630,11141,9566,133923
2023-02-25,East,Mortgage,304,192945,60213,16302,116430
2022-04-15,East,Mortgage,228,73893,46999,6408,20486
2022-11-26,West,Mortgage,324,78653,67419,3731,7503
2023-03-15,West,Mortgage,278,183294,49206,15241,118847
2023-01-17,East,Investment,416,22593,26699,19158,-23264
2022-05-18,North,Loan,80,25817,35072,19370,-28625
2024-07-31,North,Loan,157,199611,68299,4949,126363
2024-04-22,East,Credit Card,331,25063,35196,9838,-19971
2022-09-27,South,Loan,158,170858,79175,13964,77719
2023-01-31,South,Mortgage,439,137428,63679,3033,70716
2024-07-01,West,Insurance,78,62680,35191,2449,25040
2023-04-09,South,Loan,66,58938,10148,8498,40292
2023-03-26,North,Insurance,453,191824,16149,12673,163002
2022-01-20,East,Investment,219,97337,35246,16976,45115
2022-08-27,South,Credit Card,415,57510,66134,5588,-14212
2023-02-22,East,Credit Card,224,138540,19210,15553,103777
2024-11-20,South,Credit Card,123,129232,21324,5172,102736
2022-07-05,West,Investment,289,75817,81541,10421,-16145
2022-09-10,North,Mortgage,145,166730,20307,16623,129800
2022-01-19,West,Insurance,51,78477,55308,8723,14446
2023-12-13,East,Loan,251,66512,38316,9948,18248
2022-08-11,North,Mortgage,86,28458,31570,10085,-13197
2022-01-03,North,Credit Card,140,106793,87783,19305,-295
2024-05-03,West,Credit Card,282,135355,45330,11539,78486
2022-08-16,South,Mortgage,196,142164,86781,15388,39995
2024-07-01,West,Insurance,346,117944,66832,3597,47515
2023-05-14,East,Mortgage,449,121125,43155,7187,70783
2023-06-05,South,Investment,302,122249,26387,5661,90201
2023-12-03,West,Credit Card,420,122794,12427,4737,105630
2024-07-05,West,Insurance,261,45376,36314,8962,100
2022-10-18,South,Loan,493,171876,27418,8145,136313
2024-12-12,South,Credit Card,490,101633,34270,13071,54292
2023-12-16,South,Mortgage,113,196223,16328,10755,169140
2024-08-05,West,Insurance,54,120330,11902,6161,102267
2023-10-10,South,Credit Card,195,143053,27305,14263,101485
2024-10-24,South,Loan,121,180087,10693,19499,149895
2023-11-15,South,Loan,446,173804,51626,3207,118971
2024-05-19,North,Mortgage,154,69206,59253,14054,-4101
2024-12-06,East,Investment,379,27474,32197,12438,-17161
2022-04-04,South,Mortgage,85,76600,55313,6839,14448
2024-07-28,East,Insurance,196,185654,59110,2371,124173
2023-07-14,South,Mortgage,464,79057,42839,8229,27989
2022-08-01,South,Insurance,305,96077,46671,13639,35767
2023-03-12,North,Investment,277,146156,17408,18803,109945
2024-05-01,North,Mortgage,398,98043,39248,9521,49274
2023-05-23,South,Loan,414,158219,60585,15864,81770
2024-04-15,South,Insurance,328,98251,65000,4146,29105
2023-10-13,South,Insurance,465,24236,19894,10116,-5774
2022-07-24,East,Loan,162,132559,48415,16752,67392
2023-01-16,South,Mortgage,60,83632,82226,19404,-17998
2022-03-18,East,Investment,243,174568,24102,19439,131027
2024-03-26,North,Credit Card,273,133165,78747,14037,40381
2024-02-07,East,Mortgage,299,166297,34303,4651,127343
2023-02-14,South,Mortgage,438,79293,26691,15520,37082
2022-04-16,North,Insurance,298,73536,23074,11073,39389
2023-07-05,West,Insurance,400,93397,20081,18040,55276
2024-04-05,North,Investment,318,185048,20173,10474,154401
2022-03-29,West,Investment,391,33528,41812,11291,-19575
2024-05-30,East,Investment,497,131646,87476,5084,39086
2023-06-24,North,Loan,340,32566,18344,10542,3680
2022-09-02,North,Credit Card,132,22995,32999,18930,-28934
2023-08-01,North,Credit Card,78,122624,29095,8680,84849
2024-09-08,East,Investment,456,21906,10617,6061,5228
2023-12-18,South,Insurance,388,70862,53297,2803,14762
2022-05-22,East,Credit Card,129,129744,85246,2660,41838
2024-06-11,North,Mortgage,144,155251,79457,4358,71436
2022-12-18,South,Loan,449,177239,24219,8179,144841
2023-06-29,North,Insurance,459,69159,76473,11611,-18925
2024-07-01,North,Loan,308,64693,88694,11417,-35418
2022-06-01,West,Mortgage,171,89181,11614,15272,62295
2023-10-15,North,Credit Card,173,141909,64382,19927,57600
2024-08-15,East,Loan,72,29846,17435,7756,4655
2024-02-02,East,Loan,490,94206,28908,8032,57266
2023-09-16,East,Loan,442,163191,62883,8382,91926
2023-10-18,South,Mortgage,484,97425,58462,11896,27067
2023-03-26,West,Insurance,265,145164,32914,19806,92444
2023-12-22,West,Insurance,338,185854,54860,4642,126352
2022-02-12,North,Mortgage,141,174581,11264,6169,157148
2022-09-21,North,Loan,73,169083,30707,2795,135581
2024-10-23,West,Loan,156,41108,28069,18868,-5829
2023-08-19,South,Investment,355,177058,68318,14111,94629
2024-11-05,East,Credit Card,101,60293,55051,3060,2182
2024-12-18,North,Credit Card,248,193204,60704,14954,117546
2024-10-09,West,Insurance,343,158290,21521,6026,130743
2022-06-26,South,Mortgage,349,148138,81181,12945,54012
2022-03-04,East,Loan,394,46457,26868,3895,15694
2024-08-15,North,Credit Card,431,133388,64956,2756,65676
2024-09-29,East,Mortgage,105,170640,85966,17330,67344
2023-07-15,East,Mortgage,243,159690,88380,7820,63490
2024-08-12,West,Loan,94,124793,35557,3662,85574
2024-04-29,West,Mortgage,485,127006,49127,5578,72301
2023-08-27,East,Credit Card,434,124169,20385,4933,98851
2023-08-29,East,Investment,392,46231,49665,10169,-13603
2024-04-09,North,Credit Card,288,113786,58619,19887,35280
2024-01-16,South,Investment,421,186609,15248,19211,152150
2023-07-12,South,Mortgage,281,91907,12612,11759,67536
2022-03-05,East,Credit Card,369,129153,81519,14140,33494
2024-07-30,West,Loan,288,67931,74205,16309,-22583
2022-09-06,South,Mortgage,441,107129,23344,16700,67085
2024-07-28,East,Loan,476,33077,37014,16635,-20572
2022-06-06,West,Investment,185,192427,51042,19622,121763
2024-01-05,North,Insurance,334,113258,78632,12361,22265
2024-09-11,South,Insurance,62,191668,39124,5908,146636
2024-12-25,North,Investment,434,76655,33984,4374,38297
2023-10-24,West,Insurance,78,191171,81299,10865,99007
2024-11-09,East,Mortgage,227,31782,36263,12481,-16962
2022-02-02,North,Mortgage,342,172116,87302,2969,81845
2023-07-12,East,Credit Card,306,198331,11989,2631,183711
2022-03-14,South,Mortgage,157,135190,65160,14564,55466
2024-04-04,North,Insurance,118,49452,55757,4962,-11267
2024-12-14,South,Loan,422,139117,51811,17479,69827
2022-03-02,South,Credit Card,225,189319,71657,7158,110504
2022-09-29,South,Loan,232,71826,35035,11560,25231
2022-09-03,South,Insurance,291,162672,73200,14114,75358
2023-09-20,South,Loan,243,175176,36187,18757,120232
2023-12-06,West,Insurance,416,114133,49056,18070,47007
2023-10-24,North,Mortgage,368,138190,20761,19886,97543
2022-11-06,East,Credit Card,71,39994,62906,19601,-42513
2023-05-10,East,Investment,399,136858,54320,11859,70679
2022-12-04,West,Insurance,60,32839,82740,10947,-60848
2023-08-02,East,Mortgage,334,135930,30891,13374,91665
2022-01-10,East,Loan,411,119743,69244,12111,38388
2022-02-18,East,Mortgage,308,29401,84113,19713,-74425
2023-09-15,North,Loan,222,116843,73355,14117,29371
2024-01-01,East,Loan,254,88812,58045,16855,13912
2024-03-05,North,Loan,297,40257,79669,12807,-52219
2024-08-28,East,Loan,308,190287,40880,13446,135961
2022-05-13,East,Credit Card,379,70687,37891,6358,26438
2022-03-24,North,Loan,319,177645,44933,6376,126336
2022-02-26,West,Credit Card,130,90603,29037,10690,50876
2023-01-11,East,Investment,370,144724,75733,7655,61336
2022-12-15,South,Credit Card,490,85564,52465,9793,23306
2022-09-28,South,Loan,448,94708,84744,17818,-7854
2022-04-21,West,Investment,237,100486,78051,15919,6516
2024-05-18,South,Mortgage,487,25108,41868,3372,-20132
2024-06-05,North,Credit Card,422,128154,68916,8720,50518
2022-03-17,East,Mortgage,435,199813,58718,16983,124112
2022-11-25,East,Investment,387,26615,17670,4460,4485
2022-05-02,East,Credit Card,497,147664,67447,16136,64081
2022-02-10,East,Loan,280,42842,28416,18542,-4116
2024-07-10,South,Credit Card,77,179609,32600,19004,128005
2023-10-04,South,Loan,399,94567,69425,10433,14709
2024-11-12,South,Insurance,372,22414,25722,5255,-8563
2022-10-06,North,Credit Card,52,44972,15281,7791,21900
2024-02-02,South,Credit Card,286,107860,80554,4236,23070
2023-04-14,South,Mortgage,230,117043,39955,2265,74823
2022-01-09,East,Mortgage,459,132440,41195,11625,79620
2022-01-13,South,Investment,53,25697,26720,11284,-12307
2024-07-12,West,Loan,449,56350,15608,14886,25856
2024-07-11,West,Mortgage,397,32170,24027,15408,-7265
2024-12-11,East,Investment,121,47181,47060,12493,-12372
2024-12-10,South,Loan,231,26551,27378,13044,-13871
2023-10-15,West,Loan,153,178814,87029,19309,72476
2023-09-13,West,Loan,321,176591,10099,18224,148268
2022-07-15,North,Insurance,336,25085,57709,4243,-36867
2023-02-21,East,Loan,136,46361,68701,3885,-26225
2023-10-26,West,Investment,435,110958,62929,8612,39417
2022-05-28,West,Loan,122,95209,69086,5589,20534
2024-09-27,East,Loan,140,170571,56678,17096,96797
2022-12-30,South,Investment,222,182876,15889,5785,161202
2023-02-06,East,Credit Card,359,173113,76526,11089,85498
2023-08-29,North,Loan,236,21386,55806,5575,-39995
2022-08-17,North,Investment,492,149898,72891,19800,57207
2023-06-21,North,Mortgage,455,90776,29763,6688,54325
2022-09-25,West,Investment,285,95933,19837,15761,60335
2024-10-31,South,Insurance,211,29472,38548,12575,-21651
2022-05-06,North,Mortgage,122,185438,14242,6827,164369
2022-11-02,East,Credit Card,274,34606,87725,7362,-60481
2023-09-20,North,Credit Card,433,136670,61580,18645,56445
2023-11-20,West,Investment,279,69464,69118,11402,-11056
2024-11-03,North,Investment,303,90772,29571,15030,46171
2022-10-08,South,Loan,489,23859,36064,19325,-31530
2023-03-19,North,Loan,211,149368,79276,4293,65799
2024-04-16,South,Insurance,404,41681,59995,10001,-28315
2023-01-24,South,Loan,299,169620,58071,7461,104088
2023-09-09,East,Investment,459,185618,82801,10155,92662
2022-05-27,South,Investment,248,35524,41771,14670,-20917
2023-06-05,West,Loan,478,73421,38884,7142,27395
2023-09-22,West,Insurance,289,168204,32452,14197,121555
2023-03-10,South,Investment,286,59066,65952,17927,-24813
2022-05-24,South,Insurance,125,74930,66052,3757,5121
2022-10-16,North,Investment,454,182386,68857,2847,110682
2022-01-14,North,Insurance,476,141141,40231,6719,94191
2022-09-14,East,Insurance,391,44562,13927,19494,11141
2024-05-07,North,Insurance,344,44288,17499,18673,8116
2024-07-31,West,Loan,446,30473,86736,11103,-67366
2023-04-09,North,Credit Card,475,87745,29491,19764,38490
2022-09-27,East,Insurance,94,146542,38575,16257,91710
2023-09-15,East,Insurance,392,137426,44999,5824,86603
2022-03-13,South,Investment,228,65182,83794,16781,-35393
2022-03-15,East,Credit Card,271,71892,77616,3291,-9015
2022-12-21,South,Investment,424,141433,65993,13204,62236
2023-05-12,West,Investment,66,117725,27652,14871,75202
2024-09-14,West,Insurance,268,98936,47459,14266,37211
2023-08-03,North,Mortgage,133,186667,35424,3762,147481
2024-06-28,East,Credit Card,240,182040,49530,13391,119119
2023-01-08,West,Investment,440,111282,10601,6179,94502
2022-12-28,South,Mortgage,488,52374,87929,8683,-44238
2022-04-03,East,Mortgage,181,104663,66664,19821,18178
2022-11-20,East,Investment,336,25896,35988,9626,-19718
2023-01-19,South,Insurance,143,116536,78118,16736,21682
2023-07-29,East,Loan,144,50261,86578,7079,-43396
2024-01-06,East,Investment,233,103055,75631,15342,12082
2024-01-07,West,Insurance,181,103630,63372,10548,29710
2022-12-12,South,Credit Card,131,137032,18425,18036,100571
2023-12-20,West,Insurance,389,106706,88512,11712,6482
2024-02-20,South,Mortgage,345,147537,80213,18947,48377
2024-10-16,North,Credit Card,409,76436,73479,5991,-3034
2023-10-26,East,Credit Card,161,73126,56285,18393,-1552
2023-08-23,East,Loan,352,43578,73720,19065,-49207
2022-01-11,West,Loan,355,137046,33158,10718,93170
2022-07-06,East,Investment,456,77022,67365,10868,-1211
2023-12-27,East,Insurance,100,174474,44003,18323,112148
2024-11-04,West,Investment,343,68802,58007,13319,-2524
2024-02-17,West,Loan,442,191935,50955,2487,138493
2023-02-15,South,Mortgage,238,93165,61674,10477,21014
2024-08-13,North,Loan,257,108069,25032,11491,71546
2023-08-08,West,Insurance,198,174302,66502,3122,104678
2024-12-11,South,Mortgage,314,183824,34993,9023,139808
2024-11-17,West,Investment,421,88594,26936,5211,56447
2023-07-31,South,Investment,330,69310,50468,4156,14686
2024-11-06,North,Loan,162,133971,31577,5791,96603
2024-09-15,South,Loan,85,111791,79601,7343,24847
2024-01-13,South,Investment,160,180695,18722,12290,149683
2022-07-23,East,Investment,220,148194,40469,11568,96157
2024-12-12,West,Credit Card,127,64510,72127,12319,-19936
2024-08-31,South,Insurance,386,111837,72572,15852,23413
2024-07-28,West,Credit Card,77,172243,53131,2346,116766
2024-12-13,South,Credit Card,497,147924,89152,19722,39050
2024-11-20,East,Investment,94,165103,13089,17518,134496
2024-12-17,East,Insurance,410,173758,16227,7228,150303
2022-04-15,North,Investment,489,135983,14800,18837,102346
2022-09-10,South,Credit Card,353,118232,76453,11501,30278
2022-10-22,East,Credit Card,441,79924,34273,10281,35370
2023-10-30,West,Investment,191,165702,32921,19926,112855
2023-07-03,South,Loan,64,138564,12067,4503,121994
2023-09-23,South,Loan,177,21823,36599,5002,-19778
2024-12-26,North,Investment,216,104248,45172,3162,55914
2022-10-26,West,Mortgage,202,183744,75338,7634,100772
2022-04-11,North,Mortgage,112,35606,33701,3788,-1883
2024-12-15,South,Loan,108,189051,84499,15536,89016
2022-11-28,North,Insurance,252,88430,56674,7892,23864
2024-04-15,South,Credit Card,206,104615,41132,14961,48522
2023-01-28,South,Insurance,52,122400,62025,15965,44410
2024-05-23,North,Loan,88,145242,24393,7516,113333
2023-01-16,North,Investment,327,25410,59868,10636,-45094
2022-04-02,South,Mortgage,150,59392,39094,5892,14406
2023-03-23,North,Loan,432,113455,52040,8365,53050
2022-04-19,North,Insurance,218,92333,65830,15502,11001
2022-11-13,South,Insurance,69,155956,79373,12186,64397
2023-03-18,West,Loan,452,38745,34656,7640,-3551
2022-08-06,North,Credit Card,190,195672,61580,8455,125637
2023-11-04,North,Insurance,396,120490,78231,6428,35831
2022-10-05,East,Credit Card,324,102417,14511,3356,84550
2024-10-05,West,Credit Card,371,117606,37242,18074,62290
2023-07-23,North,Investment,242,54936,75277,17472,-37813
2024-10-06,South,Loan,436,117671,30263,4560,82848
2024-05-24,East,Loan,201,124912,79298,7183,38431
2023-04-11,East,Credit Card,285,27133,39230,5598,-17695
2024-04-18,East,Investment,343,115408,42990,12645,59773
2024-01-24,North,Insurance,435,186251,24450,5475,156326
2024-04-17,South,Insurance,489,48832,24661,5884,18287
2022-01-30,East,Loan,257,102583,27398,13352,61833
2022-12-25,West,Credit Card,86,119270,43786,5663,69821
2022-03-27,East,Investment,437,94277,71318,16503,6456
2024-01-17,East,Investment,127,133998,28680,8573,96745
2022-11-09,West,Insurance,221,90378,41169,16172,33037
2022-12-31,East,Insurance,94,194168,37701,6311,150156
2024-06-23,East,Mortgage,386,37276,64925,9556,-37205
2023-11-29,West,Mortgage,133,62208,41464,13104,7640
2022-05-11,North,Credit Card,429,70342,15269,5882,49191
2024-03-13,West,Mortgage,480,173483,21319,3733,148431
2024-02-28,North,Investment,142,167792,14411,8279,145102
2022-12-17,North,Mortgage,203,180333,85314,6785,88234
2022-06-29,North,Loan,155,184274,80031,15173,89070
2024-02-13,West,Loan,407,150569,52475,17181,80913
2023-05-25,West,Insurance,258,49739,31631,16498,1610
2022-12-31,North,Insurance,253,95559,34453,6126,54980
2024-09-07,West,Credit Card,297,144380,22618,2682,119080
2022-12-19,North,Loan,397,79500,80826,12540,-13866
2024-03-10,West,Credit Card,442,125147,55160,16963,53024
2023-02-16,South,Credit Card,401,123493,87729,12451,23313
2024-01-05,West,Mortgage,275,152839,81647,7126,64066
2024-09-07,West,Insurance,385,196670,17224,3225,176221
2022-04-28,West,Credit Card,97,161256,64932,6741,89583
2023-04-27,North,Credit Card,295,44249,61232,3240,-20223
2022-07-11,North,Insurance,80,88716,35760,14081,38875
2023-08-14,South,Insurance,232,133248,80763,17029,35456
2023-08-13,South,Loan,306,199014,66291,12875,119848
2023-10-21,East,Insurance,175,55079,28496,10021,16562
2022-04-17,South,Mortgage,268,130881,45915,16748,68218
2023-01-17,North,Loan,294,94256,65200,19087,9969
2024-02-22,South,Credit Card,492,83581,79483,9622,-5524
2023-01-25,South,Mortgage,188,38769,53457,12850,-27538
2022-09-01,West,Mortgage,276,95316,48819,9014,37483
2023-08-08,South,Loan,435,81326,58874,7523,14929
2024-05-18,East,Credit Card,351,118111,19141,17129,81841
2023-04-13,West,Loan,306,103564,30913,10574,62077
2024-05-15,North,Investment,304,185432,35201,7281,142950
2024-07-22,East,Investment,119,81075,75940,4437,698
2023-08-27,North,Loan,115,199260,15755,8623,174882
2024-10-11,East,Credit Card,51,91194,34718,4730,51746
2024-05-09,West,Credit Card,374,74702,29190,19338,26174
2022-01-13,East,Insurance,318,179842,11818,7920,160104
2022-10-26,East,Mortgage,452,199739,47417,12088,140234
2024-12-10,South,Loan,388,71845,87020,3169,-18344
2024-02-26,North,Mortgage,352,43336,68122,4982,-29768
2022-05-29,West,Mortgage,178,103258,44708,14193,44357
2022-05-02,East,Investment,195,72446,40450,3182,28814
2023-06-22,North,Investment,162,116077,74934,10272,30871
2023-01-11,North,Loan,337,107228,43757,19542,43929
2022-03-23,South,Loan,145,31215,84016,7460,-60261
2023-05-07,North,Credit Card,316,173904,66898,19478,87528
2022-12-22,West,Loan,453,47396,39452,8421,-477
2024-07-13,South,Credit Card,57,183295,78643,10283,94369
2024-12-03,East,Credit Card,269,139562,27558,18574,93430
2024-10-01,West,Loan,262,122229,52765,19639,49825
2022-05-03,West,Credit Card,151,175370,58407,17805,99158
2023-12-09,West,Mortgage,215,185927,56454,15567,113906
2022-11-26,South,Credit Card,311,131067,29921,8877,92269
2024-09-17,North,Mortgage,51,94406,33975,12412,48019
2022-11-19,West,Mortgage,251,131429,50548,18203,62678
2024-02-09,North,Mortgage,378,147507,60840,19388,67279
2023-03-09,North,Insurance,232,84899,58245,2463,24191
2023-12-11,West,Insurance,308,117240,86755,11740,18745
2024-03-04,North,Credit Card,371,186668,40292,11710,134666
2023-12-13,South,Loan,277,128619,32227,15251,81141
2023-06-23,South,Credit Card,249,87848,87928,9972,-10052
2023-08-24,East,Insurance,75,66047,61771,3629,647
2022-09-14,North,Investment,481,47908,36198,13225,-1515
2024-05-20,North,Investment,399,44482,59706,14580,-29804
2024-06-17,East,Credit Card,151,193424,16069,10538,166817
2024-03-19,South,Insurance,185,72887,39175,2449,31263
2023-11-08,East,Mortgage,380,136712,32187,10897,93628
2022-09-28,East,Insurance,394,32369,27340,13137,-8108
2023-07-04,East,Credit Card,421,21660,67562,17514,-63416
2023-07-22,North,Insurance,246,184069,87189,5251,91629
2024-09-12,North,Investment,79,46197,29440,17731,-974
2022-12-25,North,Mortgage,460,141129,54608,12907,73614
2024-03-08,North,Credit Card,348,37962,78254,6524,-46816
2024-06-05,West,Credit Card,182,85816,14209,5547,66060
2022-07-30,East,Loan,305,49201,83787,17010,-51596
2022-10-14,East,Mortgage,69,120759,64002,10032,46725
2024-01-13,North,Credit Card,357,69141,65410,7256,-3525
2024-11-12,South,Insurance,70,165086,87776,7249,70061
2022-10-23,West,Insurance,436,199150,51254,6375,141521
2022-01-06,West,Insurance,90,81662,76151,9373,-3862
2023-07-04,South,Insurance,429,140681,27967,8880,103834
2023-11-12,North,Credit Card,497,149717,20319,2912,126486
2024-03-05,West,Investment,413,195283,46623,13961,134699
2022-07-22,West,Mortgage,201,164385,46275,16521,101589
2022-11-21,East,Insurance,357,189891,64636,9572,115683
2024-04-04,East,Credit Card,51,148919,64659,5404,78856
2022-09-01,North,Credit Card,93,133773,57476,10382,65915
2022-11-23,North,Insurance,90,116159,84074,11586,20499
2024-09-13,East,Loan,375,148306,87237,7931,53138
2024-12-06,East,Credit Card,312,183212,15256,5495,162461
2024-01-31,East,Mortgage,343,75913,13224,5146,57543
2024-11-02,South,Mortgage,222,98590,88167,6324,4099
2024-06-25,West,Loan,58,52781,26603,10539,15639
2022-12-31,North,Credit Card,102,52016,31521,9362,11133
2022-03-14,North,Loan,333,149679,75113,19559,55007
2024-12-05,South,Credit Card,177,117183,39513,9144,68526
2022-10-01,East,Credit Card,68,71406,11200,18818,41388
2022-07-27,West,Loan,181,80010,64827,9778,5405
2022-05-04,East,Investment,62,101142,81370,16589,3183
2024-10-30,North,Insurance,269,30974,68317,2987,-40330
2023-06-27,South,Insurance,316,33067,81589,8505,-57027
2022-03-01,West,Insurance,294,52480,43472,12105,-3097
2024-06-17,West,Loan,307,21098,39311,7790,-26003
2024-06-04,West,Credit Card,189,159188,69997,5008,84183
2024-02-21,West,Credit Card,431,33354,69104,18669,-54419
2023-03-18,South,Mortgage,296,39588,32785,6039,764
2024-06-29,North,Credit Card,281,28622,78465,3575,-53418
2024-10-22,West,Investment,470,86330,45219,10820,30291
2024-04-11,West,Insurance,105,105886,11247,15019,79620
2024-10-04,North,Investment,137,195539,59922,14961,120656
2023-09-18,East,Insurance,303,50775,79892,4691,-33808
2024-09-24,West,Loan,101,61167,65042,18382,-22257
2024-01-04,West,Investment,296,166146,55826,3434,106886
2022-04-01,East,Credit Card,301,145031,46195,13125,85711
2022-06-16,North,Insurance,174,109935,12373,18948,78614
2024-08-16,North,Mortgage,250,81909,88051,15970,-22112
2022-07-26,West,Investment,437,20579,20839,11542,-11802
2024-12-24,North,Loan,410,81689,67215,7152,7322
2023-05-31,East,Mortgage,181,180346,41845,10781,127720
2024-01-17,South,Loan,226,180146,63861,4940,111345
2022-11-02,East,Insurance,101,91705,82304,13084,-3683
2023-01-30,East,Investment,83,175387,74384,13898,87105
2022-07-06,South,Loan,71,163369,27452,17926,117991
2023-09-15,East,Mortgage,190,84101,51481,12429,20191
2023-12-31,West,Mortgage,368,106014,82021,11186,12807
2022-08-28,West,Credit Card,320,62480,20471,11074,30935
2023-06-17,North,Loan,217,133799,32248,14633,86918
2022-05-21,North,Investment,87,35183,48366,11626,-24809
2022-05-19,East,Investment,410,34879,64614,17670,-47405
2023-04-04,West,Credit Card,295,118399,28699,17795,71905
2022-03-11,West,Mortgage,284,163148,51708,11528,99912
2023-01-20,South,Loan,104,154582,35467,6449,112666
2023-09-22,North,Mortgage,477,91343,54332,2695,34316
2022-07-17,West,Loan,422,53382,26256,17040,10086
2022-07-24,East,Loan,169,183002,53673,9537,119792
2023-07-22,West,Loan,115,92740,86117,13207,-6584
2024-09-08,North,Mortgage,371,158449,55162,14543,88744
2024-03-15,East,Mortgage,476,158095,79431,7164,71500
2024-05-08,North,Mortgage,377,195518,29809,19378,146331
2024-05-31,West,Insurance,215,165378,42643,16463,106272
2024-08-31,West,Mortgage,259,159006,65367,9538,84101
2023-10-02,West,Credit Card,462,147106,12680,19730,114696
2022-11-21,North,Insurance,124,93540,66491,2843,24206
2023-03-18,East,Loan,489,63105,31086,19059,12960
2024-03-14,West,Investment,183,41946,62400,15320,-35774
2022-10-15,West,Insurance,314,195049,70739,18546,105764
2022-08-14,West,Insurance,455,193804,35955,7058,150791
2024-12-23,South,Loan,223,25634,14038,17064,-5468
2024-08-24,South,Mortgage,292,46242,68494,9219,-31471
2024-07-26,East,Mortgage,138,107259,85145,16436,5678
2023-07-14,North,Insurance,299,68489,86357,4671,-22539
2023-12-15,West,Mortgage,80,141786,75795,2858,63133
2023-05-13,West,Insurance,326,27048,26660,12041,-11653
2024-04-28,North,Investment,87,112828,51769,4514,56545
2024-07-14,North,Investment,357,127017,80096,18954,27967
2022-03-01,East,Loan,452,86458,50307,13367,22784
2022-09-14,North,Credit Card,187,48606,46094,11185,-8673
2023-07-31,West,Credit Card,479,138892,40218,11359,87315
2022-08-27,East,Mortgage,125,74077,29318,6345,38414
2022-02-07,South,Credit Card,388,49329,46126,2387,816
2022-01-25,East,Investment,302,190325,71086,12990,106249
2023-02-14,East,Loan,499,96848,71686,5366,19796
2023-04-06,East,Investment,128,106681,57144,10238,39299
2024-09-14,North,Insurance,87,114980,78299,17833,18848
2022-12-23,West,Mortgage,367,110440,24192,15231,71017
2023-01-18,North,Mortgage,377,92235,71900,14860,5475
2023-07-23,West,Credit Card,479,58123,71347,16453,-29677
2024-12-07,North,Insurance,212,32183,13276,18864,43
2023-03-09,East,Credit Card,407,21464,57742,11223,-47501
2022-02-25,West,Credit Card,476,146072,84273,14069,47730
2023-07-31,North,Credit Card,177,165655,63957,19513,82185
2022-09-25,East,Insurance,207,120338,14139,12807,93392
2022-03-10,South,Credit Card,378,89126,24076,13820,51230
2024-06-20,North,Mortgage,368,84531,38002,2531,43998
2024-03-03,North,Credit Card,463,173963,74873,14222,84868
2022-09-14,South,Insurance,418,192520,21653,8326,162541
2023-11-03,North,Insurance,132,21426,46324,7025,-31923
2023-05-05,South,Investment,462,199444,24119,12090,163235
2024-01-16,West,Credit Card,499,185439,19477,11928,154034
2022-02-18,South,Insurance,266,166219,38746,9210,118263
2022-11-12,East,Credit Card,251,196792,36125,17756,142911
2023-02-17,South,Loan,327,29232,18148,11427,-343
